session_date,baseline_daily_pnl_usd,baseline_daily_return,baseline_risk_multiplier,baseline_bucket_label,variant_daily_pnl_usd,variant_daily_return,variant_risk_multiplier,variant_bucket_label,variant_name,daily_pnl_diff,daily_return_diff,abs_daily_pnl_diff
2019-06-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-07,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-14,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-18,-180.0,-0.0036,0.5,low,-180.0,-0.0036,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-06-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-20,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-25,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-06-28,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-02,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-03,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-04,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-05,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-08,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-15,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-22,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-23,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-25,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-29,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-30,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-07-31,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-02,102.0,0.00204,0.5,low,102.0,0.00204,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-08-05,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-06,-374.0,-0.00748,0.5,low,-374.0,-0.00748,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-08-07,792.0,0.01584,1.0,mid,792.0,0.01584,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2019-08-08,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-14,603.0,0.01206,0.5,low,603.0,0.01206,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-08-15,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-20,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-21,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-22,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-23,-125.0,-0.0025,0.25,high,-125.0,-0.0025,0.25,high,median_plateau_compact,0.0,0.0,0.0
2019-08-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-28,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-29,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-08-30,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-02,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-03,-2.5,-5e-05,0.25,high,-2.5,-5e-05,0.25,high,median_plateau_compact,0.0,0.0,0.0
2019-09-04,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-05,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-23,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-25,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-09-30,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-02,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-03,-153.5,-0.00307,0.25,high,-153.5,-0.00307,0.25,high,median_plateau_compact,0.0,0.0,0.0
2019-10-04,276.0,0.00552,0.5,low,276.0,0.00552,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-10-07,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-08,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-14,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-15,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-21,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-22,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-23,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-25,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-28,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-29,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-30,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-10-31,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-04,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-05,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-07,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-08,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-14,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-15,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-20,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-21,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-22,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-25,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-28,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-11-29,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-02,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-03,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-04,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-05,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-12,-28.5,-0.00057,0.5,low,-28.5,-0.00057,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-12-13,-22.5,-0.00045,0.5,low,-22.5,-0.00045,0.5,low,median_plateau_compact,0.0,0.0,0.0
2019-12-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-23,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-30,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-01-31,774.0,0.01548,1.0,mid,774.0,0.01548,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-05,-94.0,-0.00188,1.0,mid,-94.0,-0.00188,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-21,36.5,0.00073,0.5,low,36.5,0.00073,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-02-25,405.0,0.0081,0.5,low,405.0,0.0081,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-02-26,-277.0,-0.00554,0.5,low,-277.0,-0.00554,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-02-27,-248.0,-0.00496,0.5,low,-248.0,-0.00496,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-04,265.0,0.0053,0.5,low,265.0,0.0053,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-03-05,-337.0,-0.00674,0.5,low,-337.0,-0.00674,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-03-06,-234.5,-0.00469,0.5,low,-234.5,-0.00469,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-10,-230.5,-0.00461,0.5,low,-230.5,-0.00461,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-03-11,389.0,0.00778,0.5,low,389.0,0.00778,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-03-12,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-13,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-16,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-17,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-18,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-19,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-23,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-24,-233.5,-0.00467,0.5,low,-233.5,-0.00467,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-03-25,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-26,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-27,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-03-30,1400.0,0.028,1.0,mid,1400.0,0.028,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2020-03-31,-163.0,-0.00326,0.25,high,-163.0,-0.00326,0.25,high,median_plateau_compact,0.0,0.0,0.0
2020-04-01,-307.0,-0.00614,0.5,low,-307.0,-0.00614,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-04-02,176.0,0.00352,0.5,low,176.0,0.00352,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-04-03,94.0,0.00188,0.5,low,94.0,0.00188,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-04-06,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
2020-04-07,223.0,0.00446,0.5,low,223.0,0.00446,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-04-08,-208.0,-0.00416,0.5,low,-208.0,-0.00416,0.5,low,median_plateau_compact,0.0,0.0,0.0
2020-04-09,-54.0,-0.00108,1.0,mid,-54.0,-0.00108,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2020-04-13,-684.0,-0.01368,1.0,mid,-684.0,-0.01368,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2020-04-14,283.0,0.00566,1.0,mid,283.0,0.00566,1.0,mid,median_plateau_compact,0.0,0.0,0.0
2020-04-15,0.0,0.0,0.0,no_trade,0.0,0.0,0.0,no_trade,median_plateau_compact,0.0,0.0,0.0
